cv08a013,cv08a014,cv08a015,cv08a016,cv08a017,cv08a018,cv08a019,cv08a020,cv08a021,cv08a022,cv08a023,cv08a024,cv08a025,cv08a026,cv08a027,cv08a028,cv08a029,cv08a030,cv08a031,cv08a032,cv08a033,cv08a034,cv08a035,cv08a036,cv08a037,cv08a038,cv08a039,cv08a040,cv08a041,cv08a042,cv08a043,cv08a044,cv08a045,cv08a046,cv08a076,cv08a077,cv08a078,cv08a079,cv08a080,cv08a081,cv08a082,cv08a083,cv08a084,cv08a085,cv08a086,cv08a087,cv08a088,cv08a089,cv08a090,cv08a091,cv08a092,cv08a093,cv08a094,cv08a095,cv08a096,cv08a097,cv08a101,cv08a103,cv08a155,cv08a156,cv08a157,cv08a158,cv08a159,
6,7,7,7,7,6,4,3,5,8,7,6,7,5,7,6,6,7,7,7,7,7,6,5,5,5,8,7,7,7,6,7,6,6,6,6,3,5,8,7,5,5,very unsympathetic,very unsympathetic,3,6,7,3,6,8,7,5,,very unsympathetic,very unsympathetic,6,2,4,2,4,4,4,3,
7,7,8,8,6,6,5,6,6,7,8,8,7,6,8,8,5,7,7,8,7,6,,5,7,6,7,8,8,,,8,7,5,7,8,4,8,6,5,7,7,,8,3,7,6,4,8,5,6,6,,8,6,,5,differences in income should decrease,4,definitely yes,4,definitely yes,4,
5,6,6,6,4,4,3,3,5,7,7,7,7,6,7,7,6,5,6,6,6,4,4,4,4,5,7,7,7,7,6,6,7,6,5,5,4,5,4,5,3,2,very unsympathetic,very unsympathetic,5,5,5,5,4,6,5,4,,very unsympathetic,very unsympathetic,6,5,3,definitely no,definitely yes,3,3,4,
3,2,3,5,3,2,3,2,2,8,6,6,6,6,7,7,5,3,2,3,6,3,2,3,2,3,7,6,6,6,6,6,7,5,4,2,6,5,2,2,very unsympathetic,very unsympathetic,8,5,5,5,4,very unsympathetic,2,2,,,,8,5,,5,3,3,3,4,4,definitely yes,
7,7,5,6,5,4,6,7,4,8,7,6,7,,8,7,6,6,6,5,7,5,5,5,6,4,7,7,6,7,,7,7,6,4,6,6,6,5,5,4,very unsympathetic,2,5,6,3,7,6,7,6,6,5,,3,3,,6,3,4,3,2,2,2,
4,,7,7,4,4,,,1,8,7,7,8,7,6,8,8,4,,5,7,4,4,,,3,8,7,7,8,7,6,8,8,5,2,5,7,3,7,2,,7,3,7,7,very unsympathetic,1,7,2,6,5,,7,3,,,2,definitely no,4,definitely no,2,3,
6,6,7,8,6,6,4,5,4,4,6,6,5,,5,7,6,5,5,7,8,6,6,5,6,6,5,7,7,6,,6,7,6,5,6,4,4,5,5,4,4,3,3,6,5,6,5,6,6,5,6,,3,3,6,5,3,3,4,3,3,3,
6,7,7,7,6,6,6,6,5,6,7,7,7,6,7,6,5,6,6,6,6,6,6,6,6,6,6,6,7,7,6,7,6,6,5,7,4,6,6,6,6,5,very unsympathetic,very unsympathetic,5,5,6,5,6,6,6,6,6,2,very unsympathetic,5,2,4,definitely no,4,3,4,4,
6,6,6,7,6,3,3,3,3,6,7,6,6,6,6,6,no confidence at all,6,6,6,6,6,4,4,4,4,,,,,,,,,6,6,4,1,2,2,6,5,,,very unsympathetic,6,5,4,very unsympathetic,2,2,6,7,1,very unsympathetic,very unsympathetic,6,differences in income should decrease,definitely no,definitely yes,3,3,4,
5,4,6,7,6,7,3,5,6,4,6,8,7,7,4,7,,5,4,7,7,7,7,3,4,6,3,6,8,7,7,3,7,,4,4,4,6,8,5,6,6,1,very unsympathetic,5,4,4,4,7,8,6,8,4,1,very unsympathetic,4,4,differences in income should decrease,3,3,4,4,4,
7,7,6,7,6,6,5,7,4,8,8,8,8,8,8,8,7,7,7,6,7,6,7,6,6,6,7,7,7,7,7,7,7,6,7,5,very unsympathetic,2,3,2,6,very sympathetic,very unsympathetic,very unsympathetic,1,8,5,6,6,4,6,8,very sympathetic,2,very unsympathetic,,7,3,2,4,2,3,definitely yes,
3,5,7,6,4,5,2,4,7,7,6,7,6,7,7,7,4,4,5,7,5,4,5,3,3,7,7,6,7,6,7,7,7,3,4,3,6,5,4,4,4,7,4,4,4,3,1,6,6,5,5,3,7,6,5,4,7,3,definitely no,definitely yes,2,3,3,
5,5,3,3,3,5,3,3,5,6,8,9,8,8,7,8,5,5,5,3,3,3,5,3,3,5,6,8,9,8,8,5,7,5,4,5,3,5,5,4,2,2,3,3,2,4,4,4,7,1,2,2,2,2,2,2,4,4,4,definitely yes,definitely yes,4,definitely yes,
7,7,7,8,7,7,7,7,8,8,8,8,8,6,7,8,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,,,,,,,,,,2,,,,,,,,,,,2,,,differences in income should decrease,definitely yes,definitely yes,4,3,4,
6,7,6,8,7,7,7,7,5,6,7,7,7,7,7,7,6,6,6,6,7,6,6,7,7,6,7,6,7,7,7,7,7,6,7,7,6,6,7,6,7,3,3,3,3,8,7,6,7,6,5,7,6,5,3,5,7,4,3,definitely yes,definitely yes,definitely yes,definitely yes,
6,5,7,8,5,5,4,4,7,6,4,6,7,6,6,7,6,6,5,7,7,6,5,4,4,7,5,4,6,7,6,6,5,6,4,6,5,6,7,6,5,4,3,2,5,5,6,4,6,7,7,5,4,2,2,6,4,differences in income should decrease,4,3,2,4,4,
4,4,4,4,4,4,4,4,4,8,4,5,4,4,2,6,8,3,3,3,3,3,3,3,3,3,7,4,5,5,5,5,7,7,1,very unsympathetic,4,1,2,2,2,2,8,very sympathetic,4,2,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,8,very sympathetic,2,right,4,definitely no,4,definitely no,4,4,
5,5,4,6,3,3,6,6,4,7,5,5,7,5,4,4,5,3,3,3,5,2,2,5,5,5,5,5,5,6,5,4,4,5,4,3,2,7,6,5,,,,2,7,5,4,3,6,6,6,3,,5,1,,4,4,4,4,4,3,3,
6,6,5,5,5,5,4,2,3,4,7,6,6,6,6,7,4,6,5,4,5,4,4,3,2,3,4,6,5,5,5,5,5,3,5,5,4,3,3,5,3,2,5,very unsympathetic,1,4,6,3,3,2,2,2,,4,very unsympathetic,2,5,3,2,4,3,3,4,
6,5,5,6,5,5,6,5,5,6,7,8,7,6,6,6,4,6,5,6,6,6,5,6,6,6,6,7,7,7,6,7,7,5,7,5,5,4,4,5,6,4,3,2,1,8,6,6,5,5,5,6,5,6,3,4,6,4,2,definitely yes,4,4,4,
1,1,2,1,1,2,2,2,3,1,2,4,4,3,3,4,3,1,1,2,1,1,1,2,3,4,1,2,3,3,3,2,4,3,1,very unsympathetic,3,2,2,1,very unsympathetic,very unsympathetic,5,1,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,1,1,1,very unsympathetic,1,6,1,1,5,4,definitely no,definitely no,3,definitely no,definitely no,
5,6,7,7,5,6,7,7,6,4,5,7,7,7,7,6,6,4,6,5,5,5,5,6,6,6,5,4,5,6,6,7,6,6,1,6,1,7,8,4,2,very unsympathetic,very unsympathetic,very unsympathetic,7,1,5,2,6,7,3,3,very unsympathetic,very unsympathetic,very unsympathetic,5,left,differences in income should decrease,2,definitely yes,4,definitely yes,4,
6,5,7,6,5,5,5,5,6,5,6,6,7,7,8,7,7,6,5,6,6,5,5,5,5,6,6,6,6,7,7,8,7,7,6,4,7,3,3,4,1,1,7,4,5,7,3,5,4,3,6,2,,8,3,,7,3,2,4,2,3,3,
8,8,9,9,7,7,8,8,6,9,9,9,9,8,9,9,6,8,8,8,8,8,7,8,8,6,8,8,8,8,8,9,9,6,7,9,5,8,8,6,7,5,1,1,3,7,9,6,8,8,7,8,4,2,1,3,8,differences in income should decrease,3,4,4,4,4,
5,6,7,5,4,6,5,5,5,2,6,6,7,5,7,4,4,6,8,8,5,5,7,5,5,5,3,4,4,5,4,6,4,4,4,6,2,2,6,6,4,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,2,very unsympathetic,2,2,2,2,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,2,4,4,2,2,4,definitely yes,
8,7,7,8,8,7,7,6,6,9,9,8,full confidence,8,full confidence,9,7,9,8,8,9,9,8,8,7,7,9,9,9,very satisfied,8,very satisfied,9,7,very sympathetic,6,5,6,6,8,8,4,very unsympathetic,very unsympathetic,very unsympathetic,8,8,7,8,8,6,8,3,very unsympathetic,very unsympathetic,very unsympathetic,8,3,2,definitely yes,definitely yes,4,4,
6,6,5,7,5,5,5,5,6,8,7,7,7,6,7,8,7,5,6,6,8,6,6,6,6,7,8,7,7,7,7,6,8,7,5,5,6,8,8,8,3,3,8,6,8,3,4,5,6,8,7,3,3,8,5,8,7,differences in income should decrease,4,4,3,2,3,
5,5,6,7,5,5,6,6,6,5,6,5,7,6,5,7,5,5,5,6,7,6,5,6,6,6,4,5,5,7,5,3,7,5,4,2,3,4,4,3,4,2,5,3,1,5,3,1,3,2,4,4,,5,2,1,6,differences in income should decrease,3,4,3,3,2,
5,5,3,7,6,5,5,5,3,6,6,6,8,8,6,7,7,5,5,2,7,6,5,5,5,5,6,7,6,7,7,6,6,6,5,5,6,7,4,4,2,2,7,7,6,5,6,6,8,6,4,4,,7,7,,8,3,3,3,3,2,3,
8,8,5,9,4,4,5,7,7,9,8,7,9,9,8,9,,8,8,5,9,6,6,6,8,8,9,9,7,9,9,9,9,,3,5,8,very unsympathetic,1,5,1,very unsympathetic,8,4,very unsympathetic,5,2,3,1,very unsympathetic,5,5,,very sympathetic,6,,7,differences in income should decrease,4,definitely yes,definitely yes,definitely yes,definitely yes,
3,5,5,5,5,6,6,6,5,7,6,8,8,8,6,9,5,7,7,5,7,7,7,6,6,7,7,5,8,8,8,6,9,5,7,4,8,2,very unsympathetic,4,1,very unsympathetic,8,7,very unsympathetic,7,3,5,3,1,2,1,very unsympathetic,8,7,very unsympathetic,8,4,4,definitely yes,3,4,4,
7,6,6,6,6,,,,,,7,7,7,7,6,7,7,6,6,5,5,5,,,,,5,7,7,7,6,6,7,7,very unsympathetic,7,5,8,7,,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,5,2,7,6,3,1,,,very unsympathetic,very unsympathetic,1,,3,3,3,3,definitely yes,
3,3,4,4,5,4,4,4,6,6,5,5,6,6,6,7,,5,5,6,6,5,4,5,5,6,6,5,6,6,6,6,7,,5,4,6,6,3,3,5,5,6,5,2,5,4,4,6,3,4,6,6,6,5,2,7,3,3,4,2,2,3,
7,7,9,8,7,5,8,7,5,7,7,8,7,8,7,9,6,7,7,8,7,7,6,,,5,,7,8,7,7,,7,6,7,7,,,,,,,,,,6,8,7,,,,,,,,,8,,2,definitely yes,4,4,definitely yes,
5,2,2,2,2,2,2,no confidence at all,2,2,2,3,2,2,2,5,no confidence at all,2,2,2,2,2,2,very dissatisfied,2,2,2,2,2,2,2,2,5,very dissatisfied,2,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,2,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,very unsympathetic,2,4,definitely no,2,definitely no,definitely no,4,
1,1,3,4,no confidence at all,no confidence at all,no confidence at all,no confidence at all,1,3,3,4,4,4,1,2,2,1,1,2,3,very dissatisfied,1,very dissatisfied,1,1,2,3,3,3,3,1,3,3,1,2,1,1,1,1,3,1,3,1,very unsympathetic,1,very unsympathetic,1,1,very unsympathetic,1,3,1,1,1,very unsympathetic,5,differences in income should decrease,definitely no,definitely yes,definitely no,definitely yes,definitely yes,
5,5,7,7,7,7,4,7,5,9,7,8,8,8,9,7,8,5,6,7,8,7,7,5,7,6,8,7,7,8,7,8,7,8,6,4,8,7,5,5,3,3,8,6,6,7,4,7,7,4,6,3,3,8,6,6,right,2,2,4,3,4,definitely yes,
7,5,5,6,5,6,5,5,3,5,7,6,5,7,6,8,8,6,6,6,6,6,6,5,5,3,5,6,6,6,6,6,7,7,7,7,4,7,7,8,7,7,3,1,7,7,8,5,7,7,8,7,4,3,1,7,4,3,definitely no,definitely yes,definitely yes,definitely yes,definitely yes,
4,3,5,7,6,5,3,3,7,8,8,8,8,7,6,8,7,4,4,4,7,5,5,4,4,7,8,8,8,8,7,7,8,7,6,3,7,very unsympathetic,2,3,very unsympathetic,very unsympathetic,8,3,very unsympathetic,4,3,6,7,7,7,7,8,6,2,8,7,3,definitely no,definitely yes,2,4,definitely yes,
8,8,8,full confidence,8,5,6,,4,9,9,9,9,9,8,8,7,8,8,8,8,8,5,5,,4,8,8,8,7,8,8,7,5,9,7,7,6,5,3,9,4,7,very unsympathetic,1,very sympathetic,5,7,5,7,6,very sympathetic,,6,very unsympathetic,1,7,differences in income should decrease,definitely no,definitely yes,3,definitely yes,4,
4,3,3,7,3,1,no confidence at all,8,5,8,5,2,7,6,full confidence,8,8,4,3,3,7,3,1,2,7,4,5,4,5,5,6,9,6,6,3,3,3,7,2,1,very unsympathetic,very unsympathetic,9,8,6,very unsympathetic,6,very unsympathetic,7,5,very unsympathetic,very unsympathetic,,very sympathetic,8,,8,2,definitely no,3,definitely no,definitely yes,definitely yes,
5,5,5,6,5,5,5,5,5,8,8,8,5,5,5,5,6,5,5,5,5,5,5,5,5,5,7,7,7,5,5,5,7,5,6,7,6,4,4,4,5,4,3,4,3,5,6,4,4,4,4,4,,5,5,,,4,3,3,3,4,3,
5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,,,,,,,,4,3,2,4,,,,,5,,,,3,4,4,definitely no,2,2,
7,6,7,5,6,6,4,4,5,7,6,6,7,7,7,7,6,6,6,7,5,5,6,4,4,5,7,6,6,7,7,7,6,6,5,6,5,5,6,7,5,4,3,3,3,5,6,5,4,5,6,6,4,4,3,5,6,3,4,4,4,3,4,
4,4,2,6,4,4,2,7,6,6,5,5,7,7,7,7,7,4,2,2,6,4,4,5,6,6,6,6,6,6,6,7,7,7,7,3,7,3,1,7,4,2,8,8,2,8,4,7,4,1,7,5,4,8,8,2,8,2,definitely no,2,2,4,4,
8,7,8,6,7,7,5,6,6,7,7,8,8,7,7,8,8,7,7,7,6,7,6,5,6,7,6,8,8,8,7,7,8,8,5,6,7,6,6,5,4,4,very unsympathetic,very unsympathetic,very unsympathetic,2,5,6,6,5,6,5,5,very unsympathetic,very unsympathetic,very unsympathetic,7,4,definitely no,definitely no,4,2,2,
7,7,8,8,5,5,5,7,4,6,8,8,8,7,7,6,6,7,7,7,7,5,5,7,5,7,7,7,7,7,6,7,6,6,7,7,5,4,5,7,7,6,very unsympathetic,very unsympathetic,6,8,6,6,7,7,7,7,7,very unsympathetic,very unsympathetic,6,7,3,definitely yes,definitely yes,4,4,3,
6,7,8,8,6,,4,5,6,6,6,7,6,6,7,7,,6,6,7,6,7,7,6,6,7,7,4,6,,,7,7,,4,6,5,5,6,6,5,3,very unsympathetic,very unsympathetic,very unsympathetic,5,6,6,5,7,7,6,3,very unsympathetic,very unsympathetic,very unsympathetic,2,3,4,4,4,4,4,
7,7,7,7,6,7,8,8,5,5,6,6,7,7,7,7,7,6,6,6,6,6,6,7,7,5,4,5,4,5,6,6,6,6,6,7,4,6,7,6,5,4,1,1,6,7,7,6,7,8,6,6,5,very unsympathetic,very unsympathetic,6,3,3,definitely no,3,2,4,4,
5,5,7,7,6,5,6,6,7,5,7,7,7,7,6,8,7,6,6,7,7,6,6,7,6,8,5,7,7,6,7,6,8,7,6,7,3,5,5,5,2,2,3,5,1,6,7,3,4,2,2,2,2,2,4,2,5,4,4,4,3,2,3,
5,5,7,7,6,6,7,7,7,7,7,7,7,6,6,7,7,5,6,7,7,6,6,6,6,7,7,7,7,7,6,7,7,7,6,6,6,6,4,6,5,6,5,1,2,6,6,6,7,6,7,5,6,7,2,5,7,differences in income should decrease,definitely no,definitely yes,3,4,4,
5,5,9,8,7,6,9,9,3,8,7,4,9,8,9,8,9,3,3,8,7,4,4,9,9,3,7,7,4,9,8,9,8,9,3,4,5,7,7,9,1,very unsympathetic,very unsympathetic,very unsympathetic,8,3,2,7,8,7,7,3,1,very unsympathetic,very unsympathetic,7,4,3,definitely no,definitely no,definitely no,definitely yes,4,
3,3,3,4,3,3,3,3,3,4,5,5,5,4,5,6,5,2,,2,4,3,2,,1,5,4,5,4,,4,4,5,5,,,,,,,,,,,,4,7,,4,7,,,,,,,6,4,4,4,4,2,2,
5,5,6,6,5,5,5,5,6,7,7,7,7,7,7,8,7,5,5,6,6,5,5,5,5,6,7,6,6,6,7,7,7,6,5,4,6,4,4,,3,,2,2,4,4,3,5,3,3,4,3,,2,1,4,7,3,definitely no,definitely yes,3,4,4,
7,7,6,8,7,6,7,7,6,8,7,7,7,6,8,8,5,6,6,6,7,6,6,7,7,7,7,7,7,7,6,7,7,6,4,6,5,7,7,7,3,2,3,very unsympathetic,very unsympathetic,5,7,7,6,9,5,6,6,4,1,,5,3,2,definitely yes,3,4,4,
5,5,6,6,4,4,4,4,3,5,6,5,6,5,6,6,no confidence at all,5,5,6,6,5,5,5,5,5,6,6,5,6,6,6,6,,6,6,4,2,6,4,5,5,4,very unsympathetic,6,5,5,6,6,6,5,6,6,5,very unsympathetic,6,5,differences in income should decrease,2,definitely yes,definitely no,2,3,
6,5,6,6,5,5,4,6,7,5,7,6,8,5,7,6,7,6,5,6,6,5,5,4,6,7,5,7,6,8,5,7,6,7,3,6,2,4,5,6,6,1,2,2,3,5,5,6,6,4,4,7,6,3,2,4,4,3,3,2,definitely no,2,3,
4,3,6,6,3,2,2,2,4,5,6,7,6,5,4,6,1,4,3,6,6,3,2,2,2,4,4,5,7,,5,5,6,1,1,1,,1,1,very unsympathetic,very unsympathetic,very unsympathetic,2,1,very unsympathetic,2,2,,2,1,1,very unsympathetic,,3,1,very unsympathetic,3,differences in income should decrease,2,3,2,3,4,
5,5,5,5,5,5,5,5,5,7,7,7,7,7,5,7,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,5,4,4,7,differences in income should decrease,definitely no,definitely yes,definitely yes,definitely yes,definitely yes,
8,8,6,8,8,8,8,8,7,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,5,5,5,5,1,7,7,5,8,6,6,6,6,6,6,6,6,6,6,9,4,definitely no,definitely yes,definitely no,definitely yes,definitely yes,
7,7,7,7,7,7,7,7,7,6,8,8,8,7,7,8,6,7,7,7,7,7,7,7,7,7,6,8,8,8,7,7,8,6,8,4,6,2,2,4,7,6,3,very unsympathetic,very unsympathetic,7,5,5,3,3,6,6,3,4,1,1,8,3,4,4,3,3,3,
6,7,6,7,5,5,7,6,5,7,7,7,7,7,7,7,7,6,6,6,7,6,6,7,6,6,7,7,7,7,7,7,7,7,6,7,5,7,7,7,7,7,5,6,4,4,7,4,6,7,6,6,,4,5,,6,3,definitely no,definitely yes,4,4,4,
5,5,8,8,2,2,4,7,4,8,6,6,7,7,9,8,6,,,,,,,,,,,,,,,,,,7,2,5,7,2,6,5,,3,2,very unsympathetic,6,very unsympathetic,4,7,5,6,6,,3,2,1,8,3,4,definitely yes,2,definitely yes,4,
4,6,6,3,5,4,3,2,5,5,4,6,7,6,6,6,6,5,5,3,3,4,5,3,4,5,5,2,3,6,5,8,6,6,6,7,5,8,8,6,6,5,2,2,6,5,6,2,8,8,2,7,5,3,1,6,3,4,2,2,4,4,4,
1,2,2,no confidence at all,no confidence at all,1,no confidence at all,no confidence at all,no confidence at all,4,5,4,4,3,1,2,3,2,2,2,1,2,1,very dissatisfied,2,1,3,1,3,1,3,2,1,3,1,1,2,2,1,1,very unsympathetic,1,2,6,5,very unsympathetic,1,2,2,1,very unsympathetic,2,1,3,8,1,right,differences in income should decrease,definitely no,definitely yes,definitely yes,definitely yes,definitely yes,
8,6,8,9,6,5,8,9,5,8,9,5,6,5,7,7,7,4,5,6,7,3,6,8,8,6,7,8,6,6,5,6,7,7,8,6,3,4,6,5,,,2,very unsympathetic,6,9,7,5,4,4,6,5,,1,very unsympathetic,,2,differences in income should decrease,definitely no,definitely yes,3,3,4,
6,6,6,6,6,6,5,4,7,6,7,7,6,6,7,8,5,6,6,6,6,6,6,5,4,7,6,6,6,6,6,6,8,5,6,6,6,7,6,5,5,5,6,6,6,7,6,6,8,7,6,6,6,6,6,6,5,3,definitely no,definitely yes,3,4,4,
6,6,7,7,5,5,7,7,5,8,6,5,5,7,7,8,3,7,6,7,6,6,5,6,6,4,7,6,5,5,7,7,8,3,5,4,5,7,6,5,3,2,,,,7,5,3,7,4,2,2,,7,1,,5,4,definitely yes,4,3,2,2,
7,7,8,8,7,7,6,6,6,7,7,8,8,8,8,7,5,7,7,7,7,7,7,5,5,7,,8,8,7,8,8,7,6,8,7,6,2,6,2,9,8,very unsympathetic,very unsympathetic,very unsympathetic,8,6,5,3,7,4,9,9,3,3,6,5,3,2,4,4,4,4,
5,5,6,8,5,5,6,6,6,6,6,7,7,7,6,7,no confidence at all,5,5,6,7,6,5,6,6,6,6,6,7,7,7,6,7,,,7,very unsympathetic,6,6,6,4,4,7,2,6,6,7,5,6,6,5,5,5,7,2,,left,differences in income should decrease,definitely no,definitely yes,definitely yes,definitely yes,definitely yes,
6,5,5,6,5,2,7,7,6,7,6,7,8,8,6,8,5,6,5,5,7,5,3,7,7,6,8,6,8,8,7,6,8,5,7,4,8,4,4,4,7,very unsympathetic,7,6,4,8,4,6,4,5,4,6,4,8,5,4,5,differences in income should decrease,3,definitely yes,definitely no,4,4,
6,6,8,7,6,6,6,6,7,6,7,7,8,7,7,7,5,7,7,8,7,6,6,6,6,7,7,6,6,7,7,6,7,5,4,6,4,3,5,8,3,1,3,very unsympathetic,7,6,6,3,1,6,8,5,2,3,very unsympathetic,7,4,4,2,2,3,4,4,
5,5,4,6,4,4,4,5,4,5,5,5,6,5,7,8,3,5,5,4,6,4,4,4,5,4,4,5,4,6,5,6,8,3,5,6,3,3,4,7,2,1,very unsympathetic,very unsympathetic,1,5,6,2,3,6,6,6,3,very unsympathetic,very unsympathetic,1,5,differences in income should decrease,3,definitely yes,4,4,4,
4,4,3,3,3,2,3,4,4,4,3,4,4,4,3,4,4,3,3,2,2,2,2,3,4,3,3,2,3,3,3,3,3,3,6,7,6,5,5,6,2,2,very unsympathetic,very unsympathetic,2,7,8,8,4,5,8,3,,very unsympathetic,very unsympathetic,5,5,3,2,definitely yes,3,4,4,
6,7,5,8,6,7,3,6,2,8,9,9,8,7,6,7,4,7,8,7,7,7,6,4,5,4,8,9,9,9,8,7,8,7,8,5,7,7,7,5,6,5,2,2,7,8,4,6,7,8,8,6,6,1,1,7,8,2,definitely no,4,4,definitely yes,definitely yes,
2,2,3,3,no confidence at all,no confidence at all,no confidence at all,1,1,3,3,4,3,4,6,6,1,very dissatisfied,very dissatisfied,2,2,very dissatisfied,very dissatisfied,very dissatisfied,2,1,3,3,5,3,3,4,4,4,2,very unsympathetic,3,1,very unsympathetic,very unsympathetic,2,very unsympathetic,7,4,very unsympathetic,1,very unsympathetic,1,2,1,very unsympathetic,2,very unsympathetic,7,4,very unsympathetic,6,4,2,3,definitely no,2,2,
5,5,6,6,5,5,5,5,5,6,6,6,6,5,5,6,5,4,4,6,6,5,5,5,5,5,6,6,6,6,5,5,6,5,3,3,3,7,3,3,3,3,7,6,8,2,1,2,6,3,3,3,3,7,6,3,5,3,definitely no,4,4,3,3,
6,7,7,5,5,5,6,3,7,7,5,7,8,8,7,8,7,5,6,6,3,4,4,6,3,7,7,5,7,8,8,7,8,7,4,2,7,2,2,2,4,2,7,8,2,5,4,6,4,3,2,5,,8,8,3,8,3,2,4,2,definitely yes,4,
4,4,5,5,3,4,3,4,6,5,3,3,6,6,7,8,no confidence at all,4,4,4,4,3,3,5,5,6,5,3,3,6,6,6,8,very dissatisfied,5,2,5,2,2,3,5,3,8,3,very unsympathetic,5,3,5,4,4,4,5,5,8,3,2,6,3,2,definitely yes,4,4,definitely yes,
2,2,5,5,4,8,2,6,7,8,7,5,9,9,7,9,6,2,2,5,4,5,7,1,8,8,7,8,5,9,9,8,9,7,7,very unsympathetic,9,very unsympathetic,1,5,3,3,9,9,1,8,very unsympathetic,8,3,1,7,4,3,very sympathetic,9,1,right,2,definitely no,definitely yes,definitely no,definitely yes,definitely yes,
3,4,3,2,2,3,4,2,3,7,4,4,7,5,4,7,6,4,4,3,3,3,3,4,2,3,6,,3,5,4,3,5,5,,1,5,1,3,2,1,1,2,2,1,4,1,3,2,1,1,2,3,3,3,2,,4,3,definitely yes,4,definitely yes,4,
4,7,8,7,4,3,,,7,7,8,7,8,9,9,9,6,4,6,8,8,3,3,,,8,7,8,8,9,9,7,9,,3,5,3,2,6,2,1,1,3,2,very unsympathetic,5,5,very unsympathetic,3,5,6,6,,7,very unsympathetic,,6,differences in income should decrease,3,4,3,definitely yes,definitely yes,
6,6,6,5,5,5,4,4,3,7,7,7,6,7,7,7,,6,6,5,6,6,5,5,4,3,7,6,7,6,6,8,7,,6,4,4,2,2,3,8,8,2,2,1,7,6,6,5,3,5,8,8,4,3,2,7,differences in income should decrease,4,definitely yes,2,4,definitely yes,
8,8,7,6,7,7,7,7,7,7,8,7,8,8,8,8,7,7,7,7,6,7,7,7,7,8,7,8,6,8,7,7,8,7,7,6,8,6,7,6,6,,,8,7,7,7,7,7,,,,,7,8,,8,4,4,definitely yes,definitely no,definitely no,3,
2,2,3,3,no confidence at all,1,no confidence at all,6,2,6,8,1,7,2,5,9,8,1,1,3,4,1,1,very dissatisfied,5,5,7,7,3,6,1,6,8,7,3,3,2,7,3,1,7,4,very unsympathetic,6,8,5,4,3,8,4,2,1,7,1,6,8,5,3,4,definitely yes,4,3,4,
4,4,5,4,4,4,4,4,5,5,6,2,5,5,5,6,no confidence at all,4,4,5,4,4,5,4,4,6,5,6,2,6,6,6,7,very dissatisfied,3,3,very unsympathetic,7,5,5,7,3,,,,1,1,very unsympathetic,7,7,7,7,,7,1,3,5,differences in income should decrease,definitely no,3,definitely no,definitely no,definitely no,
5,5,4,6,4,4,5,5,4,4,7,7,7,7,7,8,5,5,5,5,5,5,4,5,5,5,5,7,7,6,7,6,8,6,5,6,5,7,5,5,4,4,5,1,3,5,4,5,7,4,4,5,,6,1,,,2,definitely no,definitely yes,definitely no,definitely yes,definitely yes,
7,7,6,6,6,7,6,6,8,9,9,9,full confidence,9,9,9,8,7,7,7,7,7,7,7,6,8,7,8,9,very satisfied,9,9,9,8,7,7,5,8,very sympathetic,9,7,5,very unsympathetic,very unsympathetic,very sympathetic,7,6,7,9,very sympathetic,8,8,,3,very unsympathetic,very sympathetic,3,differences in income should decrease,4,4,4,4,4,
6,6,6,6,6,6,7,7,5,8,8,8,8,8,7,8,3,7,7,6,6,6,6,7,7,6,7,7,7,7,7,6,8,5,7,5,4,3,3,3,7,3,1,very unsympathetic,7,7,6,5,7,3,4,6,,1,1,6,,2,3,4,3,4,4,
5,4,5,8,4,3,4,6,3,5,7,7,7,7,7,8,no confidence at all,4,4,5,5,2,2,4,5,2,5,6,7,7,6,6,8,1,6,5,5,,4,,,,5,3,7,8,5,5,6,4,,,,5,5,,,differences in income should decrease,3,definitely yes,4,4,4,
9,9,7,9,8,8,1,6,7,7,8,8,8,9,full confidence,,,8,8,6,9,7,7,1,6,4,8,6,7,,,9,,,8,,5,8,8,,,,,2,7,8,8,7,7,8,,,,3,1,,2,differences in income should decrease,3,definitely yes,4,4,4,
